条目ID,登记名称,目录名称,目录状态,卷,部,目录分类,条目类型,研究深度,登记状态,证据截止日,Jev实际模型,Jev推理版本,Jev示例版本,运行时间UTC,摘要SHA256,Mapping文件,Jev原始结果文件,四气选择,四气选择置信度,四气_寒_概率,四气_凉_概率,四气_平_概率,四气_温_概率,四气_热_概率,五味_酸_Noul得分,五味_苦_Noul得分,五味_甘_Noul得分,五味_辛_Noul得分,五味_咸_Noul得分,归经_心经_Noul得分,归经_肝经_Noul得分,归经_脾经_Noul得分,归经_肺经_Noul得分,归经_肾经_Noul得分,心经_主方向选择,心经_方向选择置信度,心经_阴-_概率,心经_阴+_概率,心经_阳-_概率,心经_阳+_概率,肝经_主方向选择,肝经_方向选择置信度,肝经_阴-_概率,肝经_阴+_概率,肝经_阳-_概率,肝经_阳+_概率,脾经_主方向选择,脾经_方向选择置信度,脾经_阴-_概率,脾经_阴+_概率,脾经_阳-_概率,脾经_阳+_概率,肺经_主方向选择,肺经_方向选择置信度,肺经_阴-_概率,肺经_阴+_概率,肺经_阳-_概率,肺经_阳+_概率,肾经_主方向选择,肾经_方向选择置信度,肾经_阴-_概率,肾经_阴+_概率,肾经_阳-_概率,肾经_阳+_概率
sparkling-water,气泡水,气泡水,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T09:30:31.656338+00:00,d7e6afeb0c118786784afada5ddcf2ca37607be91706d9a5a192e650b2f66611,references/entries/sparkling-water/mapping.md,qa/jev-coffee-soda-batch/raw/sparkling-water.json,平,0.88,0.03,0.06,0.91,0,0,0.25,0.04,0.14,0.07,0.05,0.04,0.04,0.06,0.05,0.05,阳-,0.22,0.24,0.25,0.42,0.09,阳-,0.33,0.41,0.05,0.49,0.05,阴-,0.35,0.51,0.18,0.14,0.17,阴-,0.13,0.35,0.32,0.29,0.04,阴-,0.36,0.52,0.39,0.06,0.03
tonic-water,汤力水,汤力水,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:18.795963+00:00,bb66681839a4d1a876770d3a9147babc54f50c4a7b762211d0db4fd0ec3d9771,references/entries/tonic-water/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/tonic-water.json,平,0.95,0.01,0.02,0.97,0,0,0.15,0.29,0.35,0.06,0.05,0.04,0.06,0.05,0.04,0.05,阳-,0.5,0.24,0.03,0.62,0.11,阳-,0.56,0.27,0.02,0.67,0.04,阴-,0.36,0.52,0.08,0.14,0.26,阳-,0.34,0.37,0.07,0.51,0.05,阴-,0.32,0.48,0.05,0.39,0.08
energy-drink,能量饮料,能量饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:19.063062+00:00,0bab8ded3100a5782b7dc0df0f82528c21fbc2f61b4cb3f2e9301c39be0dc5ad,references/entries/energy-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/energy-drink.json,平,0.6,0,0,0.68,0.13,0.19,0.04,0.11,0.22,0.12,0.04,0.31,0.08,0.06,0.06,0.06,阳+,0.92,0,0,0.06,0.94,阳+,0.6,0.08,0,0.22,0.7,阳+,0.47,0.26,0.03,0.1,0.61,阳+,0.44,0.19,0.02,0.22,0.57,阳+,0.55,0.19,0.01,0.14,0.66
sports-drink,运动饮料,运动饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:19.547583+00:00,a12118bbea32bfb32fac571388b3466435debd241ffaf8386ea5830706afa834,references/entries/sports-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/sports-drink.json,平,0.99,0,0,1,0,0,0.29,0.05,0.5,0.05,0.22,0.05,0.05,0.11,0.06,0.1,阴+,0.19,0.22,0.4,0.17,0.21,阴-,0.28,0.47000000000000003,0.14,0.3,0.09,阳+,0.24,0.33,0.23,0.01,0.43,阴+,0.48,0.28,0.61,0.07,0.04,阴-,0.35,0.52,0.45,0.01,0.02
electrolyte-drink,电解质饮料,电解质饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:19.786094+00:00,5b7958622cc9f80fcccbc4b087a2f4891ac36e538d3a9b9615739ef469485d78,references/entries/electrolyte-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/electrolyte-drink.json,平,1,0,0,1,0,0,0.05,0.04,0.27,0.05,0.25,0.08,0.05,0.12,0.06,0.15,阴+,0.37,0.27,0.53,0.09,0.11,阴-,0.32,0.48,0.17,0.3,0.05,阴+,0.23,0.42,0.43,0.01,0.14,阴+,0.41,0.36,0.55,0.06,0.03,阴+,0.32,0.48,0.48,0.01,0.03
vitamin-drink,维生素饮料,维生素饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:20.160149+00:00,2195f5281a3f44b063e60bf3af510a92dbbdc619565cbf6aab4b3bae5dc806e3,references/entries/vitamin-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/vitamin-drink.json,平,1,0,0,1,0,0,0.06,0.04,0.23,0.04,0.04,0.05,0.04,0.06,0.04,0.04,阳-,0.13,0.2,0.19,0.36,0.25,阳-,0.33,0.36,0.05,0.5,0.09,阳+,0.22,0.41,0.12,0.06,0.41,阴-,0.15,0.36,0.25,0.31,0.08,阴-,0.35,0.5,0.25,0.13,0.12
lactic-acid-bacteria-drink,乳酸菌饮料,乳酸菌饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:20.404461+00:00,a2e556fe93179dcb8003268ce1752bee83d7dd28412d32d2daaf08fccc2f85bf,references/entries/lactic-acid-bacteria-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/lactic-acid-bacteria-drink.json,平,0.98,0.01,0.01,0.98,0,0,0.29,0.05,0.23,0.05,0.05,0.04,0.05,0.21,0.06,0.06,阴-,0.14,0.35,0.18,0.26,0.21,阴-,0.38,0.54,0.04,0.32,0.1,阴-,0.4,0.55,0.06,0.01,0.38,阴-,0.33,0.51,0.22,0.19,0.08,阴-,0.48,0.61,0.25,0.05,0.09
fruit-flavored-drink,果味饮料,果味饮料,正式目录,卷一,饮品部,碳酸与功能饮品,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:20.671682+00:00,be5d144aad7a689b1d9737b289fe7773ca0bab67e82abf8383d1914a5a948059,references/entries/fruit-flavored-drink/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/fruit-flavored-drink.json,平,0.99,0,0.01,0.99,0,0,0.17,0.04,0.42,0.04,0.04,0.04,0.04,0.07,0.04,0.04,阳-,0.16,0.28,0.19,0.37,0.16,阳-,0.24,0.41,0.11,0.43,0.05,阴-,0.33,0.51,0.21,0.05,0.23,阴+,0.18,0.37,0.38,0.2,0.05,阴-,0.44,0.58,0.27,0.1,0.05
oat-milk,燕麦奶,燕麦奶,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T07:09:10.330187+00:00,3540b3bac93184c5da49bb2d31025dbbc4b804d434d9a3bda77ec62816313489,references/entries/oat-milk/mapping.md,qa/jev-ten-batch/raw/oat-milk.json,平,1,0,0,1,0,0,0.05,0.05,0.3,0.05,0.05,0.12,0.07,0.14,0.06,0.06,阴-,0.19,0.39,0.15,0.29,0.17,阴-,0.32,0.49,0.08,0.35,0.08,阳+,0.25,0.37,0.18,0.01,0.44,阴+,0.35,0.35,0.52,0.05,0.08,阴-,0.41,0.56,0.28,0.04,0.11
almond-beverage,杏仁奶,杏仁奶,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:20.930031+00:00,42895abc8dac02ba2316e06fd801f5005e706bd08e81cf73900c0fed4ba7e48a,references/entries/almond-beverage/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/almond-beverage.json,平,0.99,0,0,1,0,0,0.05,0.06,0.2,0.06,0.05,0.05,0.05,0.07,0.07,0.06,阴+,0.13,0.26,0.35,0.24,0.15,阴-,0.18,0.38,0.28,0.27,0.07,阴+,0.13,0.32,0.34,0.03,0.31,阴+,0.54,0.25,0.66,0.06,0.03,阴+,0.32,0.38,0.49,0.06,0.07
soy-beverage,豆乳饮料,豆乳饮料,正式目录,卷一,饮品部,植物与谷物饮,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:21.172001+00:00,4e4fd82511ff8aaa3cbfcbf214fec4abff5383b1c53e6ae913ba7c6ade4315be,references/entries/soy-beverage/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/soy-beverage.json,平,1,0,0,1,0,0,0.06,0.05,0.34,0.05,0.05,0.08,0.07,0.14,0.06,0.07,阳-,0.13,0.18,0.34,0.36,0.12,阳-,0.14,0.25,0.35,0.35,0.05,阳+,0.42,0.18,0.24,0.01,0.57,阴+,0.4,0.3,0.55,0.09,0.06,阴+,0.58,0.23,0.68,0.05,0.04
coconut-beverage,椰奶饮料,椰奶饮料,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:16:21.413439+00:00,a02d719cbccd12b24d128d7ea0204f08c8c05b164cd0eaaed6f59a8717a4c266,references/entries/coconut-beverage/mapping.md,qa/jev-entry-batches/05-functional-beverages/raw/coconut-beverage.json,平,0.99,0,0,1,0,0,0.05,0.04,0.24,0.05,0.06,0.05,0.05,0.08,0.05,0.06,阴+,0.16,0.26,0.37,0.17,0.2,阴-,0.24,0.44,0.25,0.21,0.1,阴-,0.15,0.35,0.32,0.02,0.31,阴+,0.34,0.33,0.5,0.09,0.08,阴+,0.28,0.39,0.46,0.05,0.1
rice-beverage,米浆,米浆,正式目录,卷一,饮品部,植物与谷物饮,beverage,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:18.618649+00:00,8f677f51c633e1e7622cabf356aa4bdb927ea1e623b63420e201e8e9fdd6174f,references/entries/rice-beverage/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/rice-beverage.json,平,1,0,0,1,0,0,0.04,0.04,0.27,0.04,0.06,0.04,0.04,0.1,0.05,0.05,阴+,0.12,0.21,0.34,0.17,0.28,阴-,0.25,0.43,0.14,0.24,0.19,阳+,0.41,0.16,0.27,0.01,0.56,阴+,0.35,0.28,0.51,0.05,0.16,阴-,0.35,0.51,0.3,0.04,0.15
peanut-beverage,花生乳,花生乳,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:19.046978+00:00,ba24efdc805ddec752c2228afc68298d75ddfd63d44a8650738f75234b5cda08,references/entries/peanut-beverage/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/peanut-beverage.json,平,0.99,0,0,1,0,0,0.05,0.05,0.27,0.08,0.05,0.05,0.06,0.15,0.06,0.06,阳+,0.17,0.15,0.35,0.12,0.38,阴-,0.11,0.33,0.25,0.13,0.29,阳+,0.51,0.13,0.24,0.01,0.62,阴+,0.36,0.25,0.53,0.05,0.17,阴+,0.39,0.26,0.54,0.05,0.15
walnut-beverage,核桃乳,核桃乳,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:19.493187+00:00,10d4751e80ba60e1452cb4cbcaaa6d013b68775c64a6b7bfb9f6862614e6695b,references/entries/walnut-beverage/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/walnut-beverage.json,平,0.96,0,0,0.97,0.03,0,0.05,0.05,0.24,0.07,0.05,0.05,0.08,0.1,0.06,0.12,阴+,0.29,0.11,0.45999999999999996,0.08,0.35,阴+,0.42,0.19,0.5700000000000001,0.06,0.18,阴+,0.23,0.15,0.42,0.02,0.41,阴+,0.61,0.17,0.71,0.04,0.08,阴+,0.67,0.08,0.76,0.02,0.14
mixed-plant-protein-beverage,植物蛋白混合饮,植物蛋白混合饮,正式目录,卷一,饮品部,植物与谷物饮,beverage,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:19.900626+00:00,4e80b98bbafee1857fb14ab25bd27b3301b3d298b188ba0e7b0f20ca4147d41c,references/entries/mixed-plant-protein-beverage/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/mixed-plant-protein-beverage.json,平,1,0,0,1,0,0,0.04,0.04,0.19,0.05,0.05,0.04,0.04,0.12,0.05,0.05,阳+,0.11,0.18,0.3,0.19,0.33,阴-,0.2,0.4,0.21,0.24,0.15,阳+,0.55,0.14,0.19,0.01,0.66,阴+,0.23,0.29,0.41,0.13,0.17,阴+,0.41,0.3,0.55,0.03,0.12
cocoa-powder,可可粉,可可粉,正式目录,卷二,甘食部,可可与巧克力,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:20.293420+00:00,3a3b98a1a68c23978a0335ffc446f83ae354864ecffc72518d2a5cf9c7beb327,references/entries/cocoa-powder/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/cocoa-powder.json,平,0.99,0,0,1,0,0,0.07,0.28,0.1,0.06,0.05,0.06,0.06,0.06,0.05,0.05,阳-,0.32,0.18,0.2,0.49,0.13,阳-,0.37,0.31,0.12,0.53,0.04,阴-,0.33,0.5,0.1,0.12,0.28,阳-,0.18,0.34,0.23,0.39,0.04,阴-,0.19,0.39,0.28,0.27,0.06
dark-chocolate,黑巧克力,黑巧克力,正式目录,卷二,甘食部,可可与巧克力,processed_food,R3,summary_frozen,2026-09-23,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T07:09:08.153273+00:00,9a5999ad6606af40db1f65cbbca8b15b2ef2770243265c9005a3cc7f7b228b2c,references/entries/dark-chocolate/mapping.md,qa/jev-ten-batch/raw/dark-chocolate.json,平,0.98,0,0,0.99,0.01,0,0.07,0.32,0.14,0.07,0.05,0.13,0.08,0.07,0.05,0.06,阳-,0.54,0.1,0.1,0.66,0.14,阳-,0.44,0.28,0.08,0.59,0.05,阴-,0.29,0.48,0.08,0.18,0.26,阳-,0.24,0.35,0.16,0.42,0.07,阴-,0.2,0.39,0.19,0.32,0.1
milk-chocolate,牛奶巧克力,牛奶巧克力,正式目录,卷二,甘食部,可可与巧克力,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:20.725944+00:00,64fb0c92348d065742f86db7a156331fff13c3ff287d39c7d10d28a185436a5a,references/entries/milk-chocolate/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/milk-chocolate.json,平,0.95,0,0,0.97,0.02,0.01,0.05,0.13,0.62,0.05,0.05,0.1,0.06,0.1,0.05,0.05,阳+,0.38,0.1,0.17,0.19,0.54,阳-,0.28,0.3,0.1,0.46,0.14,阴+,0.14,0.26,0.36,0.03,0.35,阴-,0.11,0.34,0.31,0.26,0.09,阴+,0.21,0.3,0.39999999999999997,0.15,0.15
white-chocolate,白巧克力,白巧克力,正式目录,卷二,甘食部,可可与巧克力,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:21.250880+00:00,c46ac3b2b61febc00cb259e94e69a84d6829c8f9bb9d9a23c3d920ddaf554616,references/entries/white-chocolate/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/white-chocolate.json,平,0.99,0,0,0.99,0.01,0,0.04,0.04,0.46,0.04,0.04,0.06,0.04,0.07,0.04,0.04,阳-,0.15,0.16,0.18,0.36,0.3,阴-,0.18,0.39,0.1,0.32,0.19,阳+,0.14,0.28,0.33,0.03,0.36,阴-,0.14,0.35,0.29,0.23,0.13,阴-,0.16,0.38,0.33,0.13,0.16
raw-chocolate,生巧克力,生巧克力,正式目录,卷二,甘食部,可可与巧克力,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:21.648558+00:00,3d46ea0774ad5ef1a84570d90e152f7b0f0a9b364ef2779c700fa133455797ae,references/entries/raw-chocolate/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/raw-chocolate.json,平,0.97,0,0,0.98,0.01,0.01,0.05,0.16,0.49,0.05,0.05,0.05,0.05,0.07,0.04,0.05,阴+,0.27,0.15,0.45,0.18,0.22,阴-,0.11,0.33,0.23,0.33,0.11,阴+,0.41,0.28,0.55,0.03,0.14,阴+,0.37,0.31,0.53,0.1,0.06,阴+,0.41,0.3,0.55,0.07,0.08
chocolate-sauce,巧克力酱,巧克力酱,正式目录,卷二,甘食部,可可与巧克力,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:22.072156+00:00,65c7ac94b91021403bdfccd4a9d9000c5dad09b2d81b912fb182b1f62d4f991c,references/entries/chocolate-sauce/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/chocolate-sauce.json,平,0.98,0,0,0.98,0.01,0.01,0.05,0.1,0.82,0.05,0.04,0.05,0.05,0.14,0.05,0.05,阴+,0.13,0.19,0.35,0.12,0.34,阴-,0.15,0.36,0.21,0.25,0.18,阴+,0.28,0.21,0.46,0.02,0.31,阴+,0.26,0.34,0.45,0.11,0.1,阴+,0.2,0.4,0.4,0.07,0.13
cocoa-hazelnut-spread,可可榛子酱,可可榛子酱,正式目录,卷二,甘食部,可可与巧克力,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T10:44:22.500243+00:00,49b973c3d63c74453eeb9100ec350b95414e2d6a1080d296c15f3f9735c044e4,references/entries/cocoa-hazelnut-spread/mapping.md,qa/jev-entry-batches/06-nuts-cocoa-chocolate/raw/cocoa-hazelnut-spread.json,平,0.97,0,0,0.98,0.01,0.01,0.05,0.13,0.63,0.05,0.05,0.05,0.06,0.1,0.05,0.05,阳+,0.25,0.17,0.24,0.15,0.44,阴-,0.05,0.27999999999999997,0.23,0.25,0.24,阳+,0.34,0.25,0.23,0.02,0.5,阴-,0.18,0.39,0.31,0.14,0.16,阴-,0.17,0.38,0.37,0.06,0.19
chocolate-energy-bar,巧克力能量棒,巧克力能量棒,正式目录,卷二,甘食部,可可与巧克力,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:32.777710+00:00,e8718b269441afc14726a2af2b526f46847a4d90708e68c24e9b851c589900ab,references/entries/chocolate-energy-bar/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/chocolate-energy-bar.json,平,0.99,0,0,1,0,0,0.05,0.08,0.41,0.06,0.05,0.05,0.05,0.12,0.04,0.05,阳+,0.58,0.12,0.07,0.12,0.69,阳+,0.09,0.31,0.05,0.32,0.32,阳+,0.68,0.19,0.04,0.01,0.76,阴-,0.15,0.36,0.18,0.11,0.35,阳+,0.22,0.36,0.14,0.09,0.41
cookie,曲奇,曲奇,正式目录,卷二,甘食部,烘焙甜点,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:33.081791+00:00,5a4f5cb0dc71c00facf86e1c15ad821d459787232f3acbd463fcb86d2d1cf60b,references/entries/cookie/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/cookie.json,平,0.99,0,0,1,0,0,0.04,0.04,0.38,0.04,0.04,0.04,0.04,0.08,0.04,0.04,阳+,0.12,0.22,0.14,0.3,0.34,阴-,0.21,0.41,0.05,0.38,0.16,阳+,0.39,0.29,0.14,0.04,0.53,阴-,0.26,0.44,0.13,0.24,0.19,阴-,0.36,0.52,0.14,0.15,0.19
butter-cookie,黄油饼干,黄油饼干,正式目录,卷二,甘食部,烘焙甜点,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:33.333263+00:00,85caefae3f5126fa52a5b443bf388f4ed869865c796f444b91c24d122bccc632,references/entries/butter-cookie/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/butter-cookie.json,平,0.99,0,0,0.99,0.01,0,0.04,0.04,0.44,0.04,0.05,0.04,0.04,0.08,0.04,0.04,阳+,0.31,0.15,0.16,0.21,0.48,阴-,0.17,0.38,0.12,0.25,0.25,阳+,0.46,0.25,0.12,0.04,0.59,阴-,0.21,0.41000000000000003,0.18,0.16,0.25,阴-,0.16,0.37,0.27,0.11,0.25
wafer,威化饼,威化饼,正式目录,卷二,甘食部,烘焙甜点,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:33.632974+00:00,ff7d536ce1d4b4cfb9df9a91e6d52201a96478e706839fafa7adfcfa75903345,references/entries/wafer/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/wafer.json,平,0.99,0,0,1,0,0,0.04,0.04,0.39,0.04,0.05,0.04,0.04,0.07,0.04,0.03,阳+,0.14,0.24,0.07,0.33,0.36,阴-,0.21,0.41,0.04,0.37,0.18,阳+,0.31,0.39,0.08,0.05,0.48,阴-,0.35,0.51,0.11,0.22,0.16,阴-,0.4,0.55,0.1,0.13,0.22
sandwich-cookie,夹心饼干,夹心饼干,正式目录,卷二,甘食部,烘焙甜点,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:33.904457+00:00,0a11b988de68c10fbb499a8e9c58adc61297889024b0b54eab589aef85125227,references/entries/sandwich-cookie/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/sandwich-cookie.json,平,0.96,0,0,0.97,0.01,0.02,0.04,0.06,0.56,0.04,0.05,0.04,0.04,0.1,0.04,0.04,阳+,0.2,0.2,0.22,0.18,0.4,阴-,0.18,0.38,0.09,0.31,0.22,阳+,0.27,0.3,0.22,0.02,0.46,阴-,0.35,0.52,0.18,0.14,0.16,阴-,0.25,0.43,0.25,0.11,0.21
egg-tart,蛋挞,蛋挞,正式目录,卷二,甘食部,烘焙甜点,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:34.190098+00:00,df1b46e1bb5f0c2ed05f378e18110a28373d28251836d446e75cedde48f35e79,references/entries/egg-tart/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/egg-tart.json,平,0.96,0,0,0.97,0.01,0.02,0.05,0.04,0.46,0.04,0.05,0.04,0.04,0.07,0.04,0.03,阳+,0.15,0.18,0.2,0.26,0.36,阴-,0.23,0.42,0.05,0.35,0.18,阳+,0.25,0.4,0.12,0.04,0.44,阴-,0.25,0.43,0.2,0.16,0.21,阴-,0.3,0.48,0.24,0.1,0.18
cream-puff,泡芙,泡芙,正式目录,卷二,甘食部,烘焙甜点,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:34.432999+00:00,b2d05e25069abb35ba0aa2c5e023da94afa3f7814915068d49f8c13a87ee8abd,references/entries/cream-puff/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/cream-puff.json,平,0.99,0,0,0.98,0.01,0.01,0.05,0.03,0.4,0.05,0.05,0.04,0.04,0.06,0.04,0.03,阳+,0.17,0.22,0.18,0.22,0.38,阴-,0.19,0.39,0.06,0.36,0.19,阳+,0.31,0.34,0.12,0.05,0.49,阴-,0.17,0.38,0.21,0.21,0.2,阴-,0.25,0.44,0.26,0.12,0.18
doughnut,甜甜圈,甜甜圈,正式目录,卷二,甘食部,烘焙甜点,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:34.702267+00:00,3bf31a5de3117abf240dccf693355fa0a3f7d381e3d95dfb99057a1b87aef549,references/entries/doughnut/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/doughnut.json,平,0.94,0,0,0.96,0.01,0.03,0.04,0.04,0.41,0.04,0.04,0.04,0.04,0.07,0.04,0.04,阳+,0.19,0.3,0.04,0.27,0.39,阴-,0.25,0.44,0.02,0.37,0.17,阴-,0.32,0.49,0.04,0.04,0.43,阴-,0.38,0.54,0.09,0.2,0.17,阴-,0.37,0.53,0.09,0.19,0.19
muffin,马芬,马芬,正式目录,卷二,甘食部,烘焙甜点,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T11:06:34.940153+00:00,f1254682e2278d5549cd47f5334cc1e2234647bc84f29404aad6532588dab063,references/entries/muffin/mapping.md,qa/jev-entry-batches/07-baked-sweets/raw/muffin.json,平,0.98,0,0,0.98,0.01,0.01,0.06,0.04,0.5,0.04,0.04,0.04,0.04,0.12,0.05,0.04,阳-,0.28,0.21,0.07,0.47000000000000003,0.25,阳-,0.31,0.32,0.04,0.49,0.15,阳+,0.34,0.28,0.05,0.16,0.51,阴-,0.16,0.38,0.16,0.27,0.19,阴-,0.25,0.44,0.15,0.22,0.19
